a,b,c,n,v
2018-11-19,2018-11-21,2018-10-29,de,291.6
2018-03-02,2018-03-04,2018-02-28,ch,291.6
2018-08-11,2018-08-12,2018-04-14,jp,291.6
2018-01-30,2018-02-01,2017-12-28,us,291.95
2018-02-22,2018-02-24,2017-11-29,ru,292.2
2018-02-09,2018-02-11,2018-01-21,ch,292.2
2018-02-22,2018-02-24,2017-11-29,ru,292.2
2018-06-28,2018-06-29,2018-02-28,us,292.5
2018-12-07,2018-12-08,2018-09-24,sg,292.6
2018-09-09,2018-09-11,2018-09-06,ch,292.6
2017-12-23,2017-12-26,2017-12-10,gb,292.9
2018-10-03,2018-10-05,2018-09-06,fr,293.2
2018-02-11,2018-02-13,2018-01-31,de,293.2
2018-06-15,2018-06-17,2018-05-31,fi,293.2
2018-07-24,2018-07-25,2018-07-18,fr,293.3
2018-10-26,2018-10-28,2018-09-28,null,293.6
2018-12-27,2018-12-29,2018-12-13,ch,293.6
2018-10-25,2018-10-26,2018-10-22,ch,293.6
2018-03-30,2018-04-02,2018-03-11,at,293.9
2018-03-24,2018-03-26,2018-02-14,ch,294.2
2018-02-22,2018-02-24,2017-11-29,br,294.2
2018-10-31,2018-11-02,2018-10-25,gf,294.6
2018-07-24,2018-07-26,2018-07-15,jp,294.6
2018-08-06,2018-08-08,2018-08-01,cn,294.6
2018-05-25,2018-05-27,2018-03-22,gb,294.6
2018-10-24,2018-10-27,2018-09-25,gf,294.9
2018-03-28,2018-03-30,2018-02-05,uy,295.2
2018-05-18,2018-05-20,2018-05-17,us,295.2
2018-04-07,2018-04-09,2018-02-27,de,295.2
2018-09-10,2018-09-12,2018-08-13,de,295.6
2018-10-13,2018-10-14,2018-09-14,ch,296.1
2017-12-19,2017-12-21,2017-12-16,at,296.2
2018-02-04,2018-02-06,2018-02-03,ch,296.2
2019-01-06,2019-01-08,2018-07-01,au,296.2
2018-12-21,2018-12-23,2018-12-02,ch,296.2
2018-02-11,2018-02-13,2018-02-11,ch,296.2
2018-07-26,2018-07-27,2018-04-13,cn,296.4
2018-07-26,2018-07-27,2018-04-13,cn,296.4
2018-06-14,2018-06-16,2018-02-22,us,296.6
2018-01-23,2018-01-25,2018-01-18,de,296.6
2018-07-03,2018-07-05,2018-06-01,dk,296.6
2018-10-31,2018-11-02,2018-09-24,jp,296.6
2018-09-14,2018-09-16,2018-07-03,de,296.6
2018-03-24,2018-03-25,2018-03-13,gf,296.8
2018-01-21,2018-01-24,2018-01-12,de,296.9
2018-11-09,2018-11-11,2018-11-09,de,297.2
2018-03-30,2018-04-01,2017-12-26,it,297.2
2018-03-17,2018-03-19,2018-03-17,nl,297.2
2018-08-24,2018-08-26,2018-06-26,us,297.2
2018-03-30,2018-04-01,2017-12-26,it,297.2
2018-08-24,2018-08-26,2018-06-26,us,297.2
2018-06-08,2018-06-10,2017-11-29,us,297.2
2018-09-28,2018-09-30,2018-05-13,ru,297.2
2018-12-23,2018-12-25,2018-11-25,gb,297.2
2018-08-24,2018-08-26,2018-05-09,de,297.2
2018-06-08,2018-06-10,2017-11-29,us,297.2
2018-07-01,2018-07-03,2018-05-11,ch,297.2
2018-06-17,2018-06-19,2018-02-19,us,297.2
2018-10-19,2018-10-21,2017-11-29,th,297.2
2018-08-24,2018-08-26,2018-06-26,us,297.2
2018-01-20,2018-01-22,2018-01-03,de,297.2
2018-01-15,2018-01-17,2018-01-03,nl,297.6
2018-12-17,2018-12-19,2018-12-10,ch,297.6
2018-08-02,2018-08-05,2018-08-01,us,297.9
2018-12-01,2018-12-02,2018-08-31,it,298.2
2017-12-26,2017-12-28,2017-12-17,fr,298.2
2018-06-27,2018-06-29,2017-11-29,de,298.6
2018-09-15,2018-09-17,2018-08-07,au,298.6
2018-06-27,2018-06-29,2017-11-29,de,298.6
2018-09-07,2018-09-09,2018-09-04,ch,298.6
2018-06-27,2018-06-29,2017-11-29,de,298.6
2018-06-27,2018-06-29,2017-11-29,de,298.6
2018-01-29,2018-01-31,2018-01-24,gf,298.6
2018-06-27,2018-06-29,2017-11-29,de,298.6
2018-11-23,2018-11-25,2018-11-05,jp,298.6
2018-06-27,2018-06-29,2017-11-29,de,298.6
2018-03-24,2018-03-26,2018-01-27,de,298.6
2018-07-29,2018-07-31,2018-07-24,se,299.2
2018-05-06,2018-05-08,2018-05-06,it,299.2
2018-02-02,2018-02-04,2018-01-04,us,299.2
2018-07-26,2018-07-28,2018-07-20,es,299.2
2018-12-21,2018-12-23,2018-08-23,ch,299.2
2018-03-28,2018-03-30,2017-11-29,sg,299.2
2018-02-02,2018-02-04,2018-01-04,us,299.2
2018-03-28,2018-03-30,2017-11-29,sg,299.2
2018-04-23,2018-04-25,2017-11-29,us,299.2
2018-07-24,2018-07-25,2018-05-29,us,299.2
2018-07-18,2018-07-20,2018-01-12,ar,299.2
2018-07-28,2018-07-30,2018-07-25,kr,299.2
2018-02-01,2018-02-02,2018-01-28,ch,299.4
2018-01-25,2018-01-28,2018-01-16,no,299.9
2018-04-14,2018-04-16,2017-11-29,ch,300.2
2018-07-20,2018-07-22,2018-06-25,jp,300.2
2017-12-17,2017-12-19,2017-12-16,kr,300.2
2018-12-30,2019-01-01,2018-12-15,gf,300.2
2018-03-25,2018-03-27,2018-03-23,gf,300.2
2018-01-17,2018-01-19,2018-01-14,ch,300.35
2018-12-22,2018-12-24,2018-12-22,us,300.6
2018-11-21,2018-11-23,2018-10-25,gf,300.6
2018-02-15,2018-02-17,2018-02-08,ru,300.6
2018-02-15,2018-02-17,2018-02-08,ru,300.6
2018-08-15,2018-08-17,2018-08-06,gb,300.6
2018-01-31,2018-02-02,2017-11-29,ch,300.6
2018-04-03,2018-04-04,2018-03-25,ch,300.6
2018-11-05,2018-11-07,2018-10-10,gf,300.6
2018-03-14,2018-03-16,2017-12-13,ch,300.6
2018-11-05,2018-11-07,2018-10-10,gf,300.6
2018-08-13,2018-08-15,2018-07-28,jp,300.6
2018-11-21,2018-11-23,2018-10-25,gf,300.6
2018-09-23,2018-09-25,2018-02-27,qa,300.6
2018-09-23,2018-09-25,2018-02-27,qa,300.6
2018-11-03,2018-11-04,2018-08-22,ch,300.9
2018-04-02,2018-04-05,2018-04-02,ke,300.9
2018-05-19,2018-05-21,2018-05-01,gf,301.1
2018-07-16,2018-07-18,2018-07-16,ch,301.2
2018-01-01,2018-01-03,2017-12-14,null,301.2
2018-04-29,2018-05-01,2018-02-17,jp,301.2
2018-05-09,2018-05-11,2018-05-04,ru,301.2
2018-02-20,2018-02-22,2018-02-07,ch,301.2
2018-03-17,2018-03-19,2018-03-14,fr,301.2
2018-12-16,2018-12-18,2018-12-11,gf,301.2
2017-12-31,2018-01-02,2017-11-29,id,301.2
2018-05-11,2018-05-13,2018-04-07,ch,301.2
2018-09-18,2018-09-20,2018-02-04,ru,301.2
2018-04-20,2018-04-23,2017-11-29,at,301.5
2018-06-09,2018-06-10,2018-03-19,ch,301.8
2018-11-23,2018-11-24,2018-09-21,gf,301.9
2018-05-10,2018-05-13,2018-05-01,ch,301.9
2018-03-01,2018-03-04,2018-02-21,ch,301.9
2018-03-26,2018-03-28,2017-12-20,th,302.2
2018-10-04,2018-10-06,2018-08-30,de,302.2
2018-03-26,2018-03-28,2017-12-20,th,302.2
2018-05-29,2018-05-31,2018-01-03,ch,302.2
2018-09-04,2018-09-06,2018-08-20,be,302.6
2018-11-07,2018-11-09,2018-03-19,ch,302.6
2018-11-07,2018-11-09,2018-03-19,ch,302.6
2018-11-07,2018-11-09,2018-03-19,ch,302.6
2018-11-07,2018-11-09,2018-03-19,ch,302.6
2018-01-02,2018-01-03,2017-11-29,au,302.6
2018-10-02,2018-10-04,2018-09-27,at,302.6
2018-05-03,2018-05-04,2018-05-03,tf,302.9
2018-07-29,2018-07-31,2018-01-16,kr,303
2018-07-31,2018-08-01,2018-07-14,cn,303.3
2018-08-16,2018-08-18,2018-07-23,br,303.6
2018-12-27,2018-12-28,2018-06-26,in,303.6
2018-10-16,2018-10-18,2018-10-08,ch,303.6
2018-08-28,2018-08-29,2018-07-29,cn,303.9
2017-12-31,2018-01-03,2017-12-31,ch,303.9
2018-04-10,2018-04-12,2018-03-18,de,304
2018-12-28,2018-12-29,2018-10-27,nl,304.1
2018-11-12,2018-11-14,2018-10-30,kr,304.2
2018-05-26,2018-05-28,2018-05-24,us,304.2
2018-02-05,2018-02-07,2018-01-30,de,304.6
2018-11-26,2018-11-28,2018-11-02,gf,304.6
2018-01-15,2018-01-17,2018-01-08,ch,304.6
2018-12-30,2019-01-01,2018-12-03,de,305.2
2018-04-15,2018-04-17,2018-04-15,pt,305.2
2018-01-14,2018-01-16,2017-11-29,sg,305.2
2018-02-09,2018-02-11,2018-01-11,ch,305.2
2018-07-20,2018-07-23,2018-07-20,ch,305.9
2018-02-21,2018-02-23,2018-01-07,cl,306.2
2018-12-30,2019-01-01,2018-12-15,it,306.2
2018-12-30,2019-01-01,2018-12-15,it,306.2
2017-12-16,2017-12-18,2017-11-29,null,306.2
2018-04-26,2018-04-28,2018-02-22,si,306.6
2018-01-24,2018-01-26,2017-12-16,it,306.6
2018-10-26,2018-10-28,2018-10-10,ch,306.6
2018-02-02,2018-02-04,2017-12-29,hu,307
2018-08-04,2018-08-06,2018-02-13,nl,307.2
2018-09-30,2018-10-02,2018-09-20,nl,307.2
2018-09-06,2018-09-08,2018-08-27,ch,307.6
2018-10-12,2018-10-15,2018-06-19,ca,307.9
2018-05-09,2018-05-12,2018-05-08,lt,307.9
2018-03-15,2018-03-17,2018-01-28,it,308.2
2018-04-28,2018-04-30,2018-03-13,br,308.2
2018-04-14,2018-04-15,2018-01-31,gb,308.2
2018-07-25,2018-07-27,2018-07-24,at,308.2
2018-04-14,2018-04-15,2018-01-31,gb,308.2
2018-05-06,2018-05-08,2018-05-05,ca,308.2
2018-05-11,2018-05-13,2018-04-30,nz,308.2
2017-12-31,2018-01-02,2017-11-29,id,308.2
2018-03-31,2018-04-03,2018-03-30,ch,308.4
2018-05-07,2018-05-09,2018-05-07,ch,308.4
2018-08-08,2018-08-10,2018-08-03,ch,308.6
2018-11-27,2018-11-29,2018-11-14,ro,308.6
2018-09-29,2018-10-01,2018-09-17,it,308.6
2018-05-07,2018-05-09,2018-05-05,de,308.6
2018-03-20,2018-03-21,2018-03-15,ch,308.6
2018-10-19,2018-10-21,2018-10-19,gf,308.7
2018-03-26,2018-03-28,2018-03-26,ch,308.8
2018-11-09,2018-11-11,2018-11-05,ch,309
2018-08-06,2018-08-08,2017-12-30,ru,309
2018-03-29,2018-03-31,2018-03-07,gb,309.2
2018-10-08,2018-10-10,2018-10-08,ch,309.2
2018-07-25,2018-07-27,2018-07-25,tw,309.2
2018-03-16,2018-03-18,2017-11-29,de,309.2
2018-07-24,2018-07-26,2018-04-05,de,309.2
2018-05-21,2018-05-23,2018-05-21,us,309.4
2018-03-31,2018-04-03,2018-01-31,ch,309.9
2018-10-04,2018-10-07,2018-05-03,gb,309.9
2018-05-04,2018-05-06,2018-05-03,fr,310
2017-12-29,2017-12-31,2017-12-14,gb,310.2
2018-12-29,2018-12-31,2018-12-21,it,310.2
2018-06-19,2018-06-20,2018-06-17,ch,310.3
2018-03-20,2018-03-21,2018-03-19,ch,310.3
2018-10-24,2018-10-25,2018-10-19,es,310.3
2017-12-19,2017-12-21,2017-12-19,gf,310.6
2018-10-02,2018-10-04,2018-09-21,fr,310.6
2018-03-21,2018-03-23,2018-03-14,gf,310.6
2018-03-26,2018-03-28,2018-03-25,se,310.6
2018-09-26,2018-09-28,2018-07-26,gf,310.6
2018-09-11,2018-09-13,2018-03-21,gf,310.6
2018-11-14,2018-11-16,2018-10-17,gb,310.6
2018-09-05,2018-09-07,2018-08-08,de,310.6
2018-08-21,2018-08-23,2018-08-10,de,310.6
2018-02-12,2018-02-14,2017-12-12,ch,310.9
2019-01-04,2019-01-06,2019-01-04,br,311.2
2018-07-22,2018-07-24,2018-05-31,kr,311.2
2018-08-05,2018-08-07,2018-08-05,ch,311.2
2019-01-07,2019-01-08,2018-08-18,br,311.2
2018-04-19,2018-04-21,2018-04-18,ch,311.6
2018-10-03,2018-10-05,2018-09-25,gf,311.6
2018-12-29,2019-01-01,2018-12-12,ch,311.9
2018-08-10,2018-08-12,2018-08-06,fr,312.2
2018-08-03,2018-08-05,2018-07-29,by,312.9
2018-09-19,2018-09-21,2018-03-19,hk,313
2018-05-18,2018-05-20,2018-05-10,ch,313.2
2018-08-02,2018-08-04,2018-07-16,cn,313.2
2018-07-22,2018-07-24,2018-07-10,ir,313.2
2018-06-03,2018-06-04,2018-04-16,mx,313.2
2018-08-02,2018-08-04,2018-07-16,it,313.2
2018-07-16,2018-07-18,2018-05-05,jp,313.2
2019-01-09,2019-01-11,2018-11-30,ch,313.6
2018-03-22,2018-03-24,2018-03-08,de,313.6
2018-06-28,2018-06-30,2018-06-27,ch,313.6
2018-08-15,2018-08-16,2018-08-15,es,313.8
2018-05-12,2018-05-14,2018-05-11,ch,314
2018-07-23,2018-07-24,2018-06-22,us,314.2
2018-09-13,2018-09-15,2018-03-11,gf,314.2
2018-11-19,2018-11-21,2018-10-22,de,314.6
2018-11-15,2018-11-17,2018-10-25,hu,314.8
2018-11-15,2018-11-17,2018-10-25,hu,314.8
2018-04-05,2018-04-07,2018-04-04,ch,315
2018-09-17,2018-09-19,2018-02-22,ar,315.2
2018-08-01,2018-08-03,2018-08-01,br,315.2
2018-09-17,2018-09-19,2018-02-22,ar,315.2
2018-08-03,2018-08-05,2018-07-28,de,315.2
2018-06-06,2018-06-08,2017-12-29,tw,315.2
2018-08-04,2018-08-06,2018-08-04,cn,315.2
2018-05-07,2018-05-09,2018-04-22,de,315.6
2018-11-19,2018-11-21,2018-11-06,de,315.6
2019-01-02,2019-01-05,2019-01-02,gf,315.9
2018-02-28,2018-03-03,2017-11-08,ch,315.9
2018-06-04,2018-06-07,2018-01-30,ch,315.9
2018-05-28,2018-05-31,2018-01-30,ch,315.9
2018-08-03,2018-08-06,2018-08-03,de,315.9
2018-09-10,2018-09-13,2018-07-17,ch,315.9
2019-01-04,2019-01-07,2019-01-03,nl,315.9
2017-12-14,2017-12-16,2017-12-13,au,316.2
2018-12-14,2018-12-16,2018-11-15,it,316.2
2019-01-06,2019-01-08,2018-12-05,ch,316.2
2019-01-06,2019-01-08,2018-12-05,ch,316.2
2018-09-29,2018-10-01,2018-09-27,hk,316.2
2018-10-13,2018-10-15,2018-09-12,us,316.6
2018-05-10,2018-05-11,2018-04-15,ch,316.6
2018-09-02,2018-09-04,2018-08-30,de,316.85
2018-10-28,2018-10-30,2018-10-28,jp,317.4
2018-10-11,2018-10-13,2018-05-23,at,317.6
2018-10-11,2018-10-13,2018-05-23,at,317.6
2018-10-17,2018-10-19,2018-10-08,ch,317.6
2018-10-01,2018-10-03,2018-09-21,ch,317.6
2018-03-05,2018-03-07,2018-02-26,de,317.6
2018-06-21,2018-06-23,2018-06-18,au,317.6
2018-06-03,2018-06-05,2018-03-30,es,318.2
2018-07-25,2018-07-27,2018-05-14,fr,318.2
2018-07-25,2018-07-27,2018-05-14,fr,318.2
2018-05-16,2018-05-18,2018-04-20,ch,318.6
2018-12-07,2018-12-09,2018-10-09,us,318.6
2018-04-27,2018-04-29,2018-02-06,gf,318.7
2017-12-20,2017-12-22,2017-12-14,null,319.2
2019-01-05,2019-01-07,2019-01-04,it,319.2
2018-03-15,2018-03-17,2017-11-29,au,319.2
2018-09-01,2018-09-03,2018-02-14,au,319.2
2018-04-21,2018-04-23,2017-11-29,au,319.2
2018-08-03,2018-08-05,2018-07-19,fr,319.2
2018-08-17,2018-08-19,2018-06-18,ch,319.2
2018-09-22,2018-09-24,2018-09-18,bg,319.2
2018-04-23,2018-04-25,2018-04-04,de,319.3
2018-06-13,2018-06-15,2017-12-26,jp,319.6
2018-06-13,2018-06-15,2017-12-26,jp,319.6
2018-10-18,2018-10-21,2018-05-13,de,319.9
2018-02-04,2018-02-07,2018-02-04,dk,319.9
2018-04-02,2018-04-06,2017-12-18,de,320
2018-08-12,2018-08-16,2017-12-18,de,320
2018-12-09,2018-12-13,2017-12-18,de,320
2018-02-25,2018-03-01,2017-12-18,de,320
2018-06-24,2018-06-28,2017-12-18,de,320
2018-11-04,2018-11-08,2017-12-18,de,320
2018-01-21,2018-01-25,2017-12-18,de,320
2018-09-23,2018-09-27,2017-12-18,de,320
2018-04-08,2018-04-12,2017-12-18,de,320
2018-08-19,2018-08-23,2017-12-18,de,320
2018-12-16,2018-12-20,2017-12-18,de,320
2018-03-04,2018-03-08,2017-12-18,de,320
2018-07-01,2018-07-05,2017-12-18,de,320
2018-11-11,2018-11-15,2017-12-18,de,320
2018-05-27,2018-05-31,2017-12-18,de,320
2018-09-30,2018-10-04,2017-12-18,de,320
2018-08-26,2018-08-30,2017-12-18,de,320
2018-03-11,2018-03-15,2017-12-18,de,320
2018-07-08,2018-07-12,2017-12-18,de,320
2018-11-18,2018-11-22,2017-12-18,de,320
2018-02-04,2018-02-08,2017-12-18,de,320
2018-06-03,2018-06-07,2017-12-18,de,320
2018-10-07,2018-10-11,2017-12-18,de,320
2017-12-17,2017-12-21,2017-10-26,de,320
2018-09-02,2018-09-06,2017-12-18,de,320
2019-01-06,2019-01-10,2018-12-16,de,320
2018-03-18,2018-03-22,2017-12-18,de,320
2018-02-11,2018-02-15,2017-12-18,de,320
2018-06-10,2018-06-14,2017-12-18,de,320
2018-10-21,2018-10-25,2017-12-18,de,320
2018-01-07,2018-01-11,2017-12-18,de,320
2018-04-29,2018-05-03,2017-12-18,de,320
2018-09-09,2018-09-13,2017-12-18,de,320
2018-03-25,2018-03-29,2017-12-18,de,320
2018-08-05,2018-08-09,2017-12-18,de,320
2018-12-02,2018-12-06,2017-12-18,de,320
2018-02-18,2018-02-22,2017-12-18,de,320
2018-06-17,2018-06-21,2017-12-18,de,320
2018-10-28,2018-11-01,2017-12-18,de,320
2018-01-14,2018-01-18,2017-12-18,de,320
2018-09-16,2018-09-20,2017-12-18,de,320
2018-12-30,2019-01-01,2018-12-03,th,320.2
2018-12-30,2019-01-01,2018-12-03,th,320.2
2018-11-16,2018-11-18,2018-11-05,dk,320.2
2018-11-04,2018-11-06,2018-10-21,ch,320.2
2018-03-25,2018-03-27,2018-03-25,fr,320.6
2018-03-06,2018-03-08,2017-12-18,ch,320.6
2018-01-14,2018-01-16,2017-12-21,gf,320.6
2018-03-27,2018-03-29,2018-03-27,gf,320.6
2019-01-08,2019-01-10,2018-12-14,gf,320.6
2018-02-14,2018-02-15,2018-02-07,sg,320.6
2018-03-14,2018-03-16,2018-02-07,gf,320.6
2018-05-07,2018-05-09,2018-04-27,gf,320.6
2018-07-08,2018-07-10,2018-04-05,us,320.6
2018-02-06,2018-02-08,2018-01-11,ch,320.6
2018-04-17,2018-04-19,2018-04-13,de,320.7
2018-06-15,2018-06-17,2018-06-15,ch,321.2
2018-02-17,2018-02-18,2017-12-20,gf,321.2
2018-11-09,2018-11-11,2018-03-24,ch,321.2
2018-10-08,2018-10-10,2018-07-20,ch,321.2
2018-12-08,2018-12-09,2018-11-04,ch,321.2
2018-11-11,2018-11-13,2018-10-26,gb,321.2
2018-04-30,2018-05-02,2018-04-24,es,321.2
2018-06-11,2018-06-15,2018-01-30,ch,321.2
2018-05-19,2018-05-21,2018-05-16,gf,321.2
2019-01-06,2019-01-08,2018-12-05,ch,321.6
2019-01-06,2019-01-08,2018-12-05,ch,321.6
2017-12-31,2018-01-02,2017-11-29,nl,322.2
2017-12-26,2017-12-28,2017-11-29,gb,322.2
2018-04-20,2018-04-22,2018-01-22,ca,322.2
2018-08-28,2018-08-30,2017-10-26,null,322.3
2018-08-25,2018-08-26,2018-07-22,jp,322.6
2018-11-25,2018-11-27,2018-11-01,nz,323.2
2018-06-05,2018-06-07,2018-01-09,ca,323.2
2018-10-14,2018-10-16,2018-02-19,us,323.2
2018-12-25,2018-12-28,2018-12-24,al,323.4
2018-05-01,2018-05-03,2018-04-25,gf,323.6
2018-01-07,2018-01-10,2017-12-15,gf,323.9
2018-08-10,2018-08-12,2018-03-26,it,324.2
2018-10-21,2018-10-23,2018-05-28,us,324.2
2017-12-20,2017-12-22,2017-12-13,my,324.2
2018-03-01,2018-03-03,2018-03-01,it,324.2
2018-09-22,2018-09-24,2018-09-15,ma,324.2
2018-07-31,2018-08-03,2018-07-27,it,324.9
2018-04-07,2018-04-09,2018-01-10,de,325.2
2018-09-15,2018-09-17,2018-09-15,gf,325.2
2018-11-07,2018-11-09,2018-10-19,ch,325.6
2018-08-22,2018-08-24,2018-08-12,de,325.6
2018-10-22,2018-10-24,2018-10-03,de,325.6
2018-05-19,2018-05-21,2018-05-01,gf,325.9
2018-06-17,2018-06-19,2017-10-26,null,325.9
2019-01-01,2019-01-04,2018-12-29,ch,325.9
2018-10-28,2018-10-30,2018-10-27,jp,326.2
2018-05-11,2018-05-13,2018-04-28,sk,327.2
2018-05-12,2018-05-14,2018-04-22,de,327.2
2018-10-18,2018-10-19,2018-09-20,gb,327.2
2018-06-01,2018-06-03,2018-05-22,gf,327.6
2018-10-07,2018-10-10,2018-09-24,de,327.9
2018-03-26,2018-03-29,2018-03-25,nl,327.9
2018-03-26,2018-03-29,2018-03-20,de,327.9
2018-04-16,2018-04-18,2018-04-07,gf,327.9
2018-12-13,2018-12-14,2018-09-06,ch,328.1
2018-11-15,2018-11-17,2018-07-07,gf,328.2
2018-09-03,2018-09-05,2018-08-26,cz,328.2
2018-01-02,2018-01-05,2017-12-27,de,328.2
2018-07-04,2018-07-05,2018-06-28,in,328.5
2018-10-26,2018-10-28,2018-08-28,gf,328.5
2018-07-04,2018-07-05,2018-06-28,tw,328.5
2018-12-29,2018-12-30,2018-12-12,pl,328.6
2018-08-21,2018-08-23,2018-08-07,de,328.6
2018-10-09,2018-10-11,2018-10-04,ch,328.6
2018-10-10,2018-10-12,2018-08-20,de,328.6
2018-02-08,2018-02-11,2018-01-04,de,328.9
2018-02-08,2018-02-11,2018-01-04,de,328.9
2018-02-08,2018-02-11,2018-01-04,de,328.9
2018-02-08,2018-02-11,2018-01-04,de,328.9
2018-07-22,2018-07-25,2018-06-24,at,328.9
2018-04-03,2018-04-05,2018-03-29,de,329.2
2018-03-16,2018-03-18,2017-11-29,de,329.2
2018-03-16,2018-03-18,2017-11-29,de,329.2
2018-07-09,2018-07-11,2018-07-08,dk,329.2
2018-03-16,2018-03-18,2017-11-29,de,329.2
2018-07-09,2018-07-11,2018-07-08,dk,329.2
2018-03-19,2018-03-21,2018-03-19,ru,329.6
2018-07-16,2018-07-18,2018-07-13,ch,329.6
2018-07-02,2018-07-04,2018-06-25,at,329.6
2018-06-29,2018-07-01,2018-06-23,null,330.2
2019-01-07,2019-01-09,2019-01-06,us,330.2
2017-12-14,2017-12-16,2017-11-29,br,330.2
2018-01-08,2018-01-10,2017-12-05,kr,330.2
2018-05-12,2018-05-13,2017-12-17,gf,330.2
2018-02-08,2018-02-12,2018-01-03,de,330.2
2018-04-20,2018-04-22,2018-04-17,ch,330.2
2018-07-15,2018-07-17,2018-07-12,cn,330.2
2018-08-07,2018-08-09,2018-07-26,at,330.6
2018-04-03,2018-04-05,2018-03-15,gf,330.6
2018-03-21,2018-03-23,2018-03-05,ch,330.6
2018-07-24,2018-07-26,2018-06-08,gf,330.6
2018-05-22,2018-05-24,2018-05-08,de,330.6
2018-09-25,2018-09-27,2018-09-17,ch,330.6
2018-10-25,2018-10-27,2018-08-29,ch,330.6
2018-01-15,2018-01-17,2018-01-05,gf,330.6
2018-08-30,2018-09-01,2018-05-16,de,330.6
2018-06-05,2018-06-07,2018-05-22,gf,330.6
2018-04-08,2018-04-10,2018-04-06,ch,330.6
2018-09-23,2018-09-25,2017-12-08,ch,330.6
2018-09-26,2018-09-28,2018-09-25,ch,330.6
2018-06-14,2018-06-16,2018-06-12,ch,330.6
2018-02-23,2018-02-25,2018-01-19,gf,330.6
2018-01-31,2018-02-02,2018-01-22,ch,330.6
2018-03-12,2018-03-14,2018-03-08,gf,330.6
2018-10-16,2018-10-18,2018-09-23,de,330.6
2018-03-27,2018-03-29,2017-12-21,gf,330.6
2018-08-07,2018-08-09,2018-07-11,gf,330.6
2018-08-31,2018-09-02,2018-05-16,de,330.6
2018-09-23,2018-09-25,2018-09-03,de,330.6
2018-03-23,2018-03-25,2018-01-19,gf,330.6
2018-01-29,2018-01-31,2017-12-15,null,330.6
2018-09-20,2018-09-22,2018-09-12,no,330.6
2018-10-24,2018-10-26,2018-09-23,de,330.6
2018-02-13,2018-02-15,2018-01-30,gf,330.6
2018-07-16,2018-07-18,2018-06-22,de,330.6
2018-06-14,2018-06-16,2018-05-10,gf,330.6
2018-01-16,2018-01-18,2018-01-11,gf,330.6
2018-02-27,2018-03-01,2017-12-21,gf,330.6
2018-06-26,2018-06-28,2018-05-22,gf,330.6
2018-10-16,2018-10-18,2018-09-03,de,330.6
2018-09-19,2018-09-21,2018-08-08,ch,330.6
2018-04-20,2018-04-22,2018-01-19,gf,330.6
2018-11-19,2018-11-21,2018-11-01,gf,330.6
2018-02-21,2018-02-23,2018-02-12,gf,330.6
2018-01-16,2018-01-18,2018-01-09,ch,330.6
2018-11-19,2018-11-21,2018-09-23,de,330.6
2018-04-04,2018-04-06,2018-02-07,gf,330.6
2018-08-21,2018-08-23,2018-07-11,gf,330.6
2018-08-14,2018-08-16,2018-06-19,se,330.6
2018-01-24,2018-01-26,2018-01-12,gf,330.6
2018-05-28,2018-05-30,2018-04-17,ch,330.6
2018-07-10,2018-07-12,2018-06-08,gf,330.6
2018-10-24,2018-10-26,2018-09-03,de,330.6
2018-09-18,2018-09-20,2018-08-13,ch,330.6
2018-11-13,2018-11-15,2018-09-18,gf,330.6
2018-03-27,2018-03-29,2018-03-13,gf,330.6
2018-08-30,2018-09-01,2018-03-20,de,330.6
2018-06-19,2018-06-21,2017-10-26,null,330.6
2018-04-10,2018-04-12,2018-02-07,gf,330.6
2018-09-04,2018-09-06,2018-08-21,gf,330.6
2018-05-07,2018-05-09,2018-03-14,gf,330.6
2018-06-13,2018-06-15,2018-06-11,de,330.6
2018-01-30,2018-02-01,2018-01-12,gf,330.6
2018-03-13,2018-03-15,2017-12-21,gf,330.6
2018-11-19,2018-11-21,2018-09-23,de,330.6
2018-09-18,2018-09-20,2018-08-13,ch,330.6
2018-02-21,2018-02-23,2018-01-15,ch,330.6
2018-05-18,2018-05-21,2018-05-18,gb,330.9
2018-01-31,2018-02-03,2017-11-29,de,330.9
2018-11-17,2018-11-19,2018-11-08,cz,331.2
2018-09-29,2018-10-01,2018-09-23,au,331.2
2017-12-31,2018-01-01,2017-12-07,ch,331.4
2018-04-30,2018-05-02,2018-04-24,ch,331.6
2018-05-16,2018-05-18,2018-05-10,si,331.6
2018-03-17,2018-03-18,2018-02-20,ch,331.6
2018-09-03,2018-09-05,2018-08-27,ch,331.6
2018-06-19,2018-06-21,2017-10-26,null,331.6
2018-10-08,2018-10-10,2018-10-05,ch,331.6
2018-11-11,2018-11-13,2018-11-11,ch,332
2018-10-26,2018-10-28,2018-10-12,at,332.3
2018-05-03,2018-05-04,2018-04-29,ch,332.3
2018-05-03,2018-05-04,2018-04-29,ch,332.3
2018-03-11,2018-03-13,2018-03-11,ch,332.6
2018-08-17,2018-08-19,2018-08-06,es,333.2
2018-03-04,2018-03-06,2018-03-04,ch,333.2
2018-05-01,2018-05-03,2018-03-03,jp,333.2
2018-08-17,2018-08-19,2018-08-08,it,333.2
2018-08-24,2018-08-26,2018-08-22,ch,333.2
2018-11-26,2018-11-28,2018-11-26,ch,333.6
2018-05-10,2018-05-13,2018-05-09,ch,333.9
2018-03-08,2018-03-11,2017-12-26,au,333.9
2018-03-05,2018-03-07,2018-03-02,ch,334.6
